Input,Match type,Approved symbol,Approved name,HGNC ID,Location
FAM195B,Previous symbol,MCRIP1,MAPK regulated corepressor interacting protein 1,HGNC:28007,17q25.3
FAM195CP,Previous symbol,MCRIP2P1,MAPK regulated corepressor interacting protein 2 pseudogene 1,HGNC:49629,Xq26.2
FAM195DP,Previous symbol,MCRIP2P2,MAPK regulated corepressor interacting protein 2 pseudogene 2,HGNC:49631,1q25.3
FAM196A,Previous symbol,INSYN2A,inhibitory synaptic factor 2A,HGNC:33859,10q26.2
FAM196B,Previous symbol,INSYN2B,inhibitory synaptic factor family member 2B,HGNC:37271,5q35.1
FAM198A,Previous symbol,GASK1A,golgi associated kinase 1A,HGNC:24485,3p22.1
FAM198B,Previous symbol,GASK1B,golgi associated kinase 1B,HGNC:25312,4q32.1
FAM19A1,Previous symbol,TAFA1,TAFA chemokine like family member 1,HGNC:21587,3p14.1
FAM19A2,Previous symbol,TAFA2,TAFA chemokine like family member 2,HGNC:21589,12q14.1
FAM19A3,Previous symbol,TAFA3,TAFA chemokine like family member 3,HGNC:21590,1p13.2
FAM19A4,Previous symbol,TAFA4,TAFA chemokine like family member 4,HGNC:21591,3p14.1
FAM19A5,Previous symbol,TAFA5,TAFA chemokine like family member 5,HGNC:21592,22q13.32
FAM206A,Previous symbol,ABITRAM,actin binding transcription modulator,HGNC:1364,9q31.3
FAM206BP,Previous symbol,ABITRAMP1,ABITRAM pseudogene 1,HGNC:39851,13q14.13
FAM208A,Previous symbol,TASOR,transcription activation suppressor,HGNC:30314,3p14.3
FAM208B,Previous symbol,TASOR2,transcription activation suppressor family member 2,HGNC:23484,10p15.1
FAM212A,Previous symbol,INKA1,inka box actin regulator 1,HGNC:32480,3p21.31
FAM212B,Previous symbol,INKA2,inka box actin regulator 2,HGNC:28045,1p13.2
FAM212B-AS1,Previous symbol,INKA2-AS1,INKA2 antisense RNA 1,HGNC:49446,1p13.2
FAM213A,Previous symbol,PRXL2A,peroxiredoxin like 2A,HGNC:28651,10q23.1
FAM213B,Previous symbol,PRXL2B,peroxiredoxin like 2B,HGNC:28390,1p36.32
FAM21A,Previous symbol,WASHC2A,WASH complex subunit 2A,HGNC:23416,10q11.23
FAM21C,Previous symbol,WASHC2C,WASH complex subunit 2C,HGNC:23414,10q11.22
FAM26D,Previous symbol,CALHM4,calcium homeostasis modulator family member 4,HGNC:21094,6q22.1
FAM26E,Previous symbol,CALHM5,calcium homeostasis modulator family member 5,HGNC:21568,6q22.1
FAM26F,Previous symbol,CALHM6,calcium homeostasis modulator family member 6,HGNC:33391,6q22.1
FAM27L,Previous symbol,FAM27E5,family with sequence similarity E5,HGNC:32410,17p11.2
FAM32B,Previous symbol,FAM32BP,"family with sequence similarity 32 member B, pseudogene",HGNC:30945,22q11.1
FAM35A,Previous symbol,SHLD2,shieldin complex subunit 2,HGNC:28773,10q23.2
FAM35BP,Previous symbol,SHLD2P1,shieldin complex subunit 2 pseudogene 1,HGNC:31425,10q11.22
FAM35CP,Previous symbol,SHLD2P2,shieldin complex subunit 2 pseudogene 2,HGNC:31427,14q31.3
FAM35DP,Previous symbol,SHLD2P3,shieldin complex subunit 2 pseudogene 3,HGNC:34038,10q11.22
FAM3C2,Previous symbol,FAM3C2P,"family with sequence similarity 3 member C2, pseudogene",HGNC:34501,Xp22.11
FAM45A,Previous symbol,DENND10,DENN domain containing 10,HGNC:31793,10q26.11
FAM45B,Previous symbol,DENND10P1,DENND10 pseudogene 1,HGNC:30886,Xq26.1
FAM46A,Previous symbol,TENT5A,terminal nucleotidyltransferase 5A,HGNC:18345,6q14.1
FAM46B,Previous symbol,TENT5B,terminal nucleotidyltransferase 5B,HGNC:28273,1p36.11
FAM46C,Previous symbol,TENT5C,terminal nucleotidyltransferase 5C,HGNC:24712,1p12
FAM46D,Previous symbol,TENT5D,terminal nucleotidyltransferase 5D,HGNC:28399,Xq21.1
FAM49A,Previous symbol,CYRIA,CYFIP related Rac1 interactor A,HGNC:25373,2p24.2
FAM49B,Previous symbol,CYRIB,CYFIP related Rac1 interactor B,HGNC:25216,8q24.21
FAM57A,Previous symbol,TLCD3A,TLC domain containing 3A,HGNC:29646,17p13.3
FAM57B,Previous symbol,TLCD3B,TLC domain containing 3B,HGNC:25295,16p11.2
FAM58A,Previous symbol,CCNQ,cyclin Q,HGNC:28434,Xq28
FAM58BP,Previous symbol,CCNQP1,CCNQ pseudogene 1,HGNC:27373,1q32.1
FAM58CP,Previous symbol,CCNQP2,CCNQ pseudogene 2,HGNC:38436,Yq12
FAM58DP,Previous symbol,CCNQP3,CCNQ pseudogene 3,HGNC:42022,13q12.11
FAM60A,Previous symbol,SINHCAF,SIN3-HDAC complex associated factor,HGNC:30702,12p11.21
FAM60BP,Previous symbol,SINHCAFP1,SINHCAF pseudogene 1,HGNC:19052,18q11.2
FAM60CP,Previous symbol,SINHCAFP2,SINHCAF pseudogene 2,HGNC:31737,18q21.32
FAM60DP,Previous symbol,SINHCAFP3,SINHCAF pseudogene 3,HGNC:19896,8p21.2
FAM63A,Previous symbol,MINDY1,MINDY lysine 48 deubiquitinase 1,HGNC:25648,1q21.3
FAM63B,Previous symbol,MINDY2,MINDY lysine 48 deubiquitinase 2,HGNC:26954,15q21.3-q22.1
FAM64A,Previous symbol,PIMREG,PICALM interacting mitotic regulator,HGNC:25483,17p13.2
FAM65A,Previous symbol,RIPOR1,RHO family interacting cell polarization regulator 1,HGNC:25836,16q22.1
FAM65B,Previous symbol,RIPOR2,RHO family interacting cell polarization regulator 2,HGNC:13872,6p22.3
FAM65C,Previous symbol,RIPOR3,RIPOR family member 3,HGNC:16168,20q13.13
FAM69A,Previous symbol,DIPK1A,divergent protein kinase domain 1A,HGNC:32213,1p22.1
FAM69B,Previous symbol,DIPK1B,divergent protein kinase domain 1B,HGNC:28290,9q34.3
FAM69C,Previous symbol,DIPK1C,divergent protein kinase domain 1C,HGNC:31729,18q22.3
FAM73A,Previous symbol,MIGA1,mitoguardin 1,HGNC:24741,1p31.1
FAM73B,Previous symbol,MIGA2,mitoguardin 2,HGNC:23621,9q34.11
FAM83H-AS1,Previous symbol,IQANK1,IQ motif and ankyrin repeat containing 1,HGNC:49576,8q24.3
FAM84A,Previous symbol,LRATD1,LRAT domain containing 1,HGNC:20743,2p24.3
FAM84B,Previous symbol,LRATD2,LRAT domain containing 2,HGNC:24166,8q24.21
FAM86C1,Previous symbol,FAM86C1P,"family with sequence similarity 86 member C1, pseudogene",HGNC:25561,11q13.4
FAM92A,Previous symbol,CIBAR1,CBY1 interacting BAR domain containing 1,HGNC:30452,8q22.1
FAM92A1,Previous symbol,CIBAR1,CBY1 interacting BAR domain containing 1,HGNC:30452,8q22.1
FAM92A1P1,Previous symbol,CIBAR1P1,CIBAR1 pseudogene 1,HGNC:32278,15q15.1
FAM92A1P2,Previous symbol,CIBAR1P2,CIBAR1 pseudogene 2,HGNC:32287,4q35.1
FAM92B,Previous symbol,CIBAR2,CBY1 interacting BAR domain containing 2,HGNC:24781,16q24.1
FAM96A,Previous symbol,CIAO2A,cytosolic iron-sulfur assembly component 2A,HGNC:26235,15q22.31
FAM96B,Previous symbol,CIAO2B,cytosolic iron-sulfur assembly component 2B,HGNC:24261,16q22.1
FBXL21,Previous symbol,FBXL21P,"F-box and leucine rich repeat protein 21, pseudogene",HGNC:13600,5q31.1
FBXO18,Previous symbol,FBH1,F-box DNA helicase 1,HGNC:13620,10p15.1
FBXO3-AS1,Previous symbol,FBXO3-DT,FBXO3 divergent transcript,HGNC:51147,11p13
FCGR1C,Previous symbol,FCGR1CP,"Fc fragment of IgG receptor Ic, pseudogene",HGNC:3615,1q21.1
FDX1L,Previous symbol,FDX2,ferredoxin 2,HGNC:30546,19p13.2
FGFR1OP,Previous symbol,CEP43,centrosomal protein 43,HGNC:17012,6q27
FIGF,Previous symbol,VEGFD,vascular endothelial growth factor D,HGNC:3708,Xp22.2
FLVCR1-AS1,Previous symbol,FLVCR1-DT,FLVCR1 divergent transcript,HGNC:39077,1q32.3
FMO2,Previous symbol,FMO4,flavin containing dimethylaniline monoxygenase 4,HGNC:3772,1q24.3
FNTAL1,Previous symbol,FNTAP1,"farnesyltransferase, CAAX box, alpha pseudogene 1",HGNC:3783,11q14.2
FOPNL,Previous symbol,CEP20,centrosomal protein 20,HGNC:26435,16p13.11
FRG1B,Previous symbol,FRG1BP,"FSHD region gene 1 family member B, pseudogene",HGNC:15792,20q11.1
FTH1P18,Previous symbol,FTHL18P,"ferritin heavy chain like 18, pseudogene",HGNC:3988,Xp21.1
FTSJ2,Previous symbol,MRM2,mitochondrial rRNA methyltransferase 2,HGNC:16352,7p22.3
FUK,Previous symbol,FCSK,fucose kinase,HGNC:29500,16q22.1
FYB,Previous symbol,FYB1,FYN binding protein 1,HGNC:4036,5p13.1
G6PC,Previous symbol,G6PC1,glucose-6-phosphatase catalytic subunit 1,HGNC:4056,17q21.31
GABPB1,Previous symbol,GABPAP,GABPA pseudogene,HGNC:4072,7q11.21
GABPB2,Previous symbol,GABPB1,GA binding protein transcription factor subunit beta 1,HGNC:4074,15q21.2
GALNT15,Previous symbol,GALNTL5,polypeptide N-acetylgalactosaminyltransferase like 5,HGNC:21725,7q36.1
GAREM,Previous symbol,GAREM1,GRB2 associated regulator of MAPK1 subtype 1,HGNC:26136,18q12.1
GAREML,Previous symbol,GAREM2,GRB2 associated regulator of MAPK1 subtype 2,HGNC:27172,2p23.3
GARS,Previous symbol,GARS1,glycyl-tRNA synthetase 1,HGNC:4162,7p14.3
GARSP1,Previous symbol,GARS1P1,glycyl-tRNA synthetase 1 pseudogene 1,HGNC:50480,17q22
GAS6-AS2,Previous symbol,GAS6-DT,GAS6 divergent transcript,HGNC:43694,13q34
GATS,Previous symbol,CASTOR3,CASTOR family member 3,HGNC:29954,7q22.1
GATSL2,Previous symbol,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2,HGNC:37073,7q11.23
GATSL3,Previous symbol,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,HGNC:34423,22q12.2
GBAS,Previous symbol,NIPSNAP2,nipsnap homolog 2,HGNC:4179,7p11.2
GCN1L1,Previous symbol,GCN1,GCN1 activator of EIF2AK4,HGNC:4199,12q24.23
GCNT6,Previous symbol,GCNT2P1,GCNT2 pseudogene 1,HGNC:21623,6p24.2
GCOM2,Previous symbol,POLR2MP1,POLR2M pseudogene 1,HGNC:15712,4q13.2
GDF5OS,Previous symbol,GDF5-AS1,GDF5 antisense RNA 1,HGNC:33435,20q11.22
GGTA1P,Previous symbol,GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive),HGNC:4253,9q33.2
GGTA1P,Previous symbol,GGTA2P,"glycoprotein alpha-galactosyltransferase 2, pseudogene",HGNC:4254,12q14.3
GIF,Previous symbol,CBLIF,cobalamin binding intrinsic factor,HGNC:4268,11q12.1
GJA10,Previous symbol,GJA9,gap junction protein alpha 9,HGNC:19155,1p34.3
GJA9,Previous symbol,GJD2,gap junction protein delta 2,HGNC:19154,15q14
GJC1,Previous symbol,GJD3,gap junction protein delta 3,HGNC:19147,17q21.2
GJE1,Previous symbol,GJC3,gap junction protein gamma 3,HGNC:17495,7q22.1
GLRXP,Previous symbol,GLRXP1,glutaredoxin pseudogene 1,HGNC:16544,20q11.23
GLTSCR1,Previous symbol,BICRA,BRD4 interacting chromatin remodeling complex associated protein,HGNC:4332,19q13.33
GLTSCR1-AS1,Previous symbol,BICRA-AS1,BICRA antisense RNA 1,HGNC:51588,19q13.33
GLTSCR1L,Previous symbol,BICRAL,BRD4 interacting chromatin remodeling complex associated protein like,HGNC:21111,6p21.1
GLTSCR2,Previous symbol,NOP53,NOP53 ribosome biogenesis factor,HGNC:4333,19q13.33
GLTSCR2-AS1,Previous symbol,NOP53-AS1,NOP53 antisense RNA 1,HGNC:51587,19q13.33
GLUD1P7,Previous symbol,GLUD1P2,glutamate dehydrogenase 1 pseudogene 2,HGNC:4337,10q11.22
GLUD1P8,Previous symbol,GLUD1P6,glutamate dehydrogenase 1 pseudogene 6,HGNC:23610,10q11.22
GLUDP5,Previous symbol,GLUD1P5,glutamate dehydrogenase 1 pseudogene 5,HGNC:4340,10p11.2
GLYATL1P3,Previous symbol,GLYATL1B,glycine-N-acyltransferase like 1B,HGNC:37865,11q12.1
GMCL1P1,Previous symbol,GMCL2,"germ cell-less 2, spermatogenesis associated",HGNC:19717,5q35.3
GMDS-AS1,Previous symbol,GMDS-DT,GMDS divergent transcript,HGNC:48993,6p25.3-p25.2
GNB2L1,Previous symbol,RACK1,receptor for activated C kinase 1,HGNC:4399,5q35.3
GOLGA6L7P,Previous symbol,GOLGA6L7,golgin A6 family like 7,HGNC:37442,15q13.1
GRAMD2,Previous symbol,GRAMD2A,GRAM domain containing 2A,HGNC:27287,15q23
GRAMD3,Previous symbol,GRAMD2B,GRAM domain containing 2B,HGNC:24911,5q23.2
GRASP,Previous symbol,TAMALIN,trafficking regulator and scaffold protein tamalin,HGNC:18707,12q13.13
GRIK2,Previous symbol,GRIK5,glutamate ionotropic receptor kainate type subunit 5,HGNC:4583,19q13.2
GSG2,Previous symbol,HASPIN,histone H3 associated protein kinase,HGNC:19682,17p13.2
GSS,Previous symbol,PRNP,prion protein,HGNC:9449,20p13
GSTTP1,Previous symbol,GSTT4,glutathione S-transferase theta 4,HGNC:26930,22q11.23
GTF2IP18,Previous symbol,FAM157A,family with sequence similarity 157 member A,HGNC:34079,3q29
GTSE1-AS1,Previous symbol,GTSE1-DT,GTSE1 divergent transcript,HGNC:27163,22q13.31
GUCY1A3,Previous symbol,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,HGNC:4685,4q32.1
GUCY1B3,Previous symbol,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,HGNC:4687,4q32.1
GVQW2,Previous symbol,CCDC28A-AS1,CCDC28A antisense RNA 1,HGNC:51715,6q24.1
GYLTL1B,Previous symbol,LARGE2,LARGE xylosyl- and glucuronyltransferase 2,HGNC:16522,11p11.2
H1F0,Previous symbol,H1-0,H1.0 linker histone,HGNC:4714,22q13.1
H1FNT,Previous symbol,H1-7,H1.7 linker histone,HGNC:24893,12q13.11
H1FOO,Previous symbol,H1-8,H1.8 linker histone,HGNC:18463,3q22.1
H1FX,Previous symbol,H1-10,H1.10 linker histone,HGNC:4722,3q21.3
H1FX-AS1,Previous symbol,H1-10-AS1,H1-10 antisense RNA 1,HGNC:27953,3q21.3
H2AFB1,Previous symbol,H2AB1,H2A.B variant histone 1,HGNC:22516,Xq28
H2AFB2,Previous symbol,H2AB2,H2A.B variant histone 2,HGNC:18298,Xq28
H2AFB3,Previous symbol,H2AB3,H2A.B variant histone 3,HGNC:14455,Xq28
H2AFJ,Previous symbol,H2AJ,H2A.J histone,HGNC:14456,12p12.3
H2AFV,Previous symbol,H2AZ2,H2A.Z variant histone 2,HGNC:20664,7p13
H2AFX,Previous symbol,H2AX,H2A.X variant histone,HGNC:4739,11q23.3
H2AFY,Previous symbol,MACROH2A1,macroH2A.1 histone,HGNC:4740,5q31.1
H2AFY2,Previous symbol,MACROH2A2,macroH2A.2 histone,HGNC:14453,10q22.1
H2AFZ,Previous symbol,H2AZ1,H2A.Z variant histone 1,HGNC:4741,4q23
H2AFZP1,Previous symbol,H2AZP1,H2A.Z histone pseudogene 1,HGNC:4742,21q22.3
H2AFZP3,Previous symbol,H2AZP3,H2A.Z histone pseudogene 3,HGNC:38013,13q32.3
H2AFZP4,Previous symbol,H2AZP4,H2A.Z histone pseudogene 4,HGNC:38015,11q13.3
H2AFZP5,Previous symbol,H2AZP5,H2A.Z histone pseudogene 5,HGNC:38018,10q22.3
H2AFZP6,Previous symbol,H2AZP6,H2A.Z histone pseudogene 6,HGNC:38019,22q12.2
H2BFM,Previous symbol,H2BW2,H2B.W histone 2,HGNC:27867,Xq22.2
H2BFS,Previous symbol,H2BS1,H2B.S histone 1,HGNC:4762,21q22.3
H2BFWT,Previous symbol,H2BW1,H2B.W histone 1,HGNC:27252,Xq22.2
H3F3A,Previous symbol,H3-3A,H3.3 histone A,HGNC:4764,1q42.12
H3F3AP1,Previous symbol,H3P38,H3 histone pseudogene 38,HGNC:31028,15q15.1
H3F3AP3,Previous symbol,H3P12,H3 histone pseudogene 12,HGNC:42873,3q13.13
H3F3AP4,Previous symbol,H3P6,H3 histone pseudogene 6,HGNC:42980,2q31.1
H3F3AP5,Previous symbol,H3P44,H3 histone pseudogene 44,HGNC:42981,Xp11.22
H3F3AP6,Previous symbol,H3P16,H3 histone pseudogene 16,HGNC:42982,4q31.1
H3F3B,Previous symbol,H3-3B,H3.3 histone B,HGNC:4765,17q25.1
H3F3BP1,Previous symbol,H3P36,H3 histone pseudogene 36,HGNC:42030,13q21.33
H3F3BP2,Previous symbol,H3P41,H3 histone pseudogene 41,HGNC:42979,17q11.2
H3F3C,Previous symbol,H3-5,H3.5 histone,HGNC:33164,12p11.21
HARS,Previous symbol,HARS1,histidyl-tRNA synthetase 1,HGNC:4816,5q31.3
HARS2,Previous symbol,DTD1,D-aminoacyl-tRNA deacylase 1,HGNC:16219,20p11.23
HCG16,Previous symbol,HCG15,HLA complex group 15,HGNC:18361,6p21
HDHD1,Previous symbol,PUDP,pseudouridine 5'-phosphatase,HGNC:16818,Xp22.31
HDHD1P1,Previous symbol,PUDPP1,pseudouridine 5'-phosphatase pseudogene 1,HGNC:20200,Yq11.221
HDHD1P2,Previous symbol,PUDPP2,pseudouridine 5'-phosphatase pseudogene 2,HGNC:20195,1q21.3
HDHD1P3,Previous symbol,PUDPP3,pseudouridine 5'-phosphatase pseudogene 3,HGNC:38118,20q11.21
HEXDC,Previous symbol,HEXD,hexosaminidase D,HGNC:26307,17q25.3
HEXDC-IT1,Previous symbol,HEXD-IT1,HEXD intronic transcript 1,HGNC:43650,17q25.3
HFE2,Previous symbol,HJV,hemojuvelin BMP co-receptor,HGNC:4887,1q21.1
HIAT1,Previous symbol,MFSD14A,major facilitator superfamily domain containing 14A,HGNC:23363,1p21.2
HIATL1,Previous symbol,MFSD14B,major facilitator superfamily domain containing 14B,HGNC:23376,9q22.32
HIATL2,Previous symbol,MFSD14C,major facilitator superfamily domain containing 14C,HGNC:23672,9q22.33
HILS1,Previous symbol,H1-9P,"H1.9 linker histone, pseudogene",HGNC:30616,17q21.33
HIST1H1A,Previous symbol,H1-1,"H1.1 linker histone, cluster member",HGNC:4715,6p22.2
HIST1H1B,Previous symbol,H1-5,"H1.5 linker histone, cluster member",HGNC:4719,6p22.1
HIST1H1C,Previous symbol,H1-2,"H1.2 linker histone, cluster member",HGNC:4716,6p22.2
HIST1H1D,Previous symbol,H1-3,"H1.3 linker histone, cluster member",HGNC:4717,6p22.2
HIST1H1E,Previous symbol,H1-4,"H1.4 linker histone, cluster member",HGNC:4718,6p22.2
HIST1H1PS1,Previous symbol,H1-12P,"H1.12 linker histone, cluster member pseudogene",HGNC:19163,6p22.2
HIST1H1PS2,Previous symbol,H3P26,H3 histone pseudogene 26,HGNC:4770,6p22.2
HIST1H1T,Previous symbol,H1-6,"H1.6 linker histone, cluster member",HGNC:4720,6p22.2
HIST1H2AA,Previous symbol,H2AC1,H2A clustered histone 1,HGNC:18729,6p22.2
HIST1H2AB,Previous symbol,H2AC4,H2A clustered histone 4,HGNC:4734,6p22.2
HIST1H2AC,Previous symbol,H2AC6,H2A clustered histone 6,HGNC:4733,6p22.2
HIST1H2AD,Previous symbol,H2AC7,H2A clustered histone 7,HGNC:4729,6p22.2
HIST1H2AE,Previous symbol,H2AC8,H2A clustered histone 8,HGNC:4724,6p22.2
HIST1H2AG,Previous symbol,H2AC11,H2A clustered histone 11,HGNC:4737,6p22.1
HIST1H2AH,Previous symbol,H2AC12,H2A clustered histone 12,HGNC:13671,6p22.1
HIST1H2AI,Previous symbol,H2AC13,H2A clustered histone 13,HGNC:4725,6p22.1
HIST1H2AJ,Previous symbol,H2AC14,H2A clustered histone 14,HGNC:4727,6p22.1
HIST1H2AK,Previous symbol,H2AC15,H2A clustered histone 15,HGNC:4726,6p22.1
HIST1H2AL,Previous symbol,H2AC16,H2A clustered histone 16,HGNC:4730,6p22.1
HIST1H2AM,Previous symbol,H2AC17,H2A clustered histone 17,HGNC:4735,6p22.1
HIST1H2APS1,Previous symbol,H2AC2P,"H2A clustered histone 2, pseudogene",HGNC:18720,6p22.2
HIST1H2APS2,Previous symbol,H2AC3P,"H2A clustered histone 3, pseudogene",HGNC:18804,6p22.2
HIST1H2APS3,Previous symbol,H2AC9P,"H2A clustered histone 9, pseudogene",HGNC:18805,6p22.2
HIST1H2APS4,Previous symbol,H2AC10P,"H2A clustered histone 10, pseudogene",HGNC:4732,6p22.2
HIST1H2APS6,Previous symbol,H2ACP1,H2AC histone family pseudogene 1,HGNC:42647,13q13.3
HIST1H2BA,Previous symbol,H2BC1,H2B clustered histone 1,HGNC:18730,6p22.2
HIST1H2BB,Previous symbol,H2BC3,H2B clustered histone 3,HGNC:4751,6p22.2
HIST1H2BC,Previous symbol,H2BC4,H2B clustered histone 4,HGNC:4757,6p22.2
HIST1H2BD,Previous symbol,H2BC5,H2B clustered histone 5,HGNC:4747,6p22.2
HIST1H2BE,Previous symbol,H2BC6,H2B clustered histone 6,HGNC:4753,6p22.2
HIST1H2BF,Previous symbol,H2BC7,H2B clustered histone 7,HGNC:4752,6p22.2
HIST1H2BG,Previous symbol,H2BC8,H2B clustered histone 8,HGNC:4746,6p22.2
HIST1H2BH,Previous symbol,H2BC9,H2B clustered histone 9,HGNC:4755,6p22.2
HIST1H2BI,Previous symbol,H2BC10,H2B clustered histone 10,HGNC:4756,6p22.2
HIST1H2BJ,Previous symbol,H2BC11,H2B clustered histone 11,HGNC:4761,6p22.1
HIST1H2BK,Previous symbol,H2BC12,H2B clustered histone 12,HGNC:13954,6p22.1
HIST1H2BL,Previous symbol,H2BC13,H2B clustered histone 13,HGNC:4748,6p22.1
HIST1H2BM,Previous symbol,H2BC14,H2B clustered histone 14,HGNC:4750,6p22.1
HIST1H2BN,Previous symbol,H2BC15,H2B clustered histone 15,HGNC:4749,6p22.1
HIST1H2BO,Previous symbol,H2BC17,H2B clustered histone 17,HGNC:4758,6p22.1
HIST1H2BPS1,Previous symbol,H2BC2P,"H2B clustered histone 2, pseudogene",HGNC:18719,6p22.2
HIST1H2BPS2,Previous symbol,H2BC16P,"H2B clustered histone 16, pseudogene",HGNC:4754,6p22.1
HIST1H2BPS3,Previous symbol,H2BP6,H2B histone pseudogene 6,HGNC:42633,13q12.11
HIST1H3A,Previous symbol,H3C1,H3 clustered histone 1,HGNC:4766,6p22.2
HIST1H3B,Previous symbol,H3C2,H3 clustered histone 2,HGNC:4776,6p22.2
HIST1H3C,Previous symbol,H3C3,H3 clustered histone 3,HGNC:4768,6p22.2
HIST1H3D,Previous symbol,H3C4,H3 clustered histone 4,HGNC:4767,6p22.2
HIST1H3E,Previous symbol,H3C6,H3 clustered histone 6,HGNC:4769,6p22.2
HIST1H3F,Previous symbol,H3C7,H3 clustered histone 7,HGNC:4773,6p22.2
HIST1H3G,Previous symbol,H3C8,H3 clustered histone 8,HGNC:4772,6p22.2
HIST1H3H,Previous symbol,H3C10,H3 clustered histone 10,HGNC:4775,6p22.1
HIST1H3I,Previous symbol,H3C11,H3 clustered histone 11,HGNC:4771,6p22.1
HIST1H3J,Previous symbol,H3C12,H3 clustered histone 12,HGNC:4774,6p22.1
HIST1H3PS1,Previous symbol,H3C9P,"H3 clustered histone 9, pseudogene",HGNC:18982,6p22.2
HIST1H4A,Previous symbol,H4C1,H4 clustered histone 1,HGNC:4781,6p22.2
HIST1H4B,Previous symbol,H4C2,H4 clustered histone 2,HGNC:4789,6p22.2
HIST1H4C,Previous symbol,H4C3,H4 clustered histone 3,HGNC:4787,6p22.2
HIST1H4D,Previous symbol,H4C4,H4 clustered histone 4,HGNC:4782,6p22.2
HIST1H4E,Previous symbol,H4C5,H4 clustered histone 5,HGNC:4790,6p22.2
HIST1H4F,Previous symbol,H4C6,H4 clustered histone 6,HGNC:4783,6p22.2
HIST1H4G,Previous symbol,H4C7,H4 clustered histone 7,HGNC:4792,6p22.2
HIST1H4H,Previous symbol,H4C8,H4 clustered histone 8,HGNC:4788,6p22.2
HIST1H4I,Previous symbol,H4C9,H4 clustered histone 9,HGNC:4793,6p22.1
HIST1H4J,Previous symbol,H4C11,H4 clustered histone 11,HGNC:4785,6p22.1
HIST1H4K,Previous symbol,H4C12,H4 clustered histone 12,HGNC:4784,6p22.1
HIST1H4L,Previous symbol,H4C13,H4 clustered histone 13,HGNC:4791,6p22.1
HIST1H4PS1,Previous symbol,H4C10P,"H4 clustered histone 10, pseudogene",HGNC:4786,6p22.1
HIST2H2AA3,Previous symbol,H2AC18,H2A clustered histone 18,HGNC:4736,1q21.2
HIST2H2AA4,Previous symbol,H2AC19,H2A clustered histone 19,HGNC:29668,1q21.2
HIST2H2AB,Previous symbol,H2AC21,H2A clustered histone 21,HGNC:20508,1q21.2
HIST2H2AC,Previous symbol,H2AC20,H2A clustered histone 20,HGNC:4738,1q21.2
HIST2H2BA,Previous symbol,H2BP1,H2B histone pseudogene 1,HGNC:20560,1p11.2
HIST2H2BB,Previous symbol,H2BP2,H2B histone pseudogene 2,HGNC:20654,1q21.1
HIST2H2BC,Previous symbol,H2BC20P,"H2B clustered histone 20, pseudogene",HGNC:20516,1q21.2
HIST2H2BD,Previous symbol,H2BC19P,"H2B clustered histone 19, pseudogene",HGNC:20517,1q21.2
HIST2H2BE,Previous symbol,H2BC21,H2B clustered histone 21,HGNC:4760,1q21.2
